C1,C2,C5,C8,C10,C11,C12,C16,C17,C20,C23,C25,C29,C30,C32,C36,C44,N2,N3,N4,N5,N7,N11,N12,N13,N14,N15,N16,N20,N21,N22,N24,N25,N27,N30,N31,SalePrice
190,RM,Reg,Inside,OldTown,Feedr,Norm,CompShg,Wd Sdng,TA,Gd,No,Gd,Y,Gd,Unf,Normal,7630,5,9,1900,0,360,1032,780,0,1812,0,4,2,8,1999,2,344,0,0,140000
70,RM,Reg,Corner,OldTown,Norm,Norm,CompShg,Stucco,Gd,TA,No,Ex,Y,Ex,Unf,Normal,2500,7,8,1915,0,910,916,910,0,1826,1,4,1,7,1915,1,0,0,0,155000
60,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Ex,Av,Ex,Y,Gd,Fin,Normal,12099,8,5,2004,388,1136,1136,1332,0,2468,1,4,1,10,2004,3,184,0,0,354000
20,RL,IR1,Inside,Sawyer,Norm,Norm,CompShg,VinylSd,TA,TA,No,TA,Y,TA,RFn,Normal,7094,5,5,1966,0,894,894,0,0,894,0,3,1,5,1966,1,0,0,0,125000
90,RM,Reg,Inside,OldTown,Artery,Norm,CompShg,Wd Sdng,TA,TA,No,Gd,Y,TA,Unf,Normal,7596,5,5,1952,360,960,960,1000,0,1960,0,4,2,10,1952,2,0,0,0,124500
50,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,Gd,Unf,Normal,5436,4,8,1922,0,796,796,358,0,1154,1,3,1,7,1922,1,0,0,0,125500
20,RL,Reg,Inside,0mes,PosA,Norm,CompShg,Plywood,TA,Gd,Gd,TA,Y,TA,RFn,Normal,19900,7,5,1970,287,1947,2207,0,0,2207,1,3,1,7,1970,2,301,0,0,180000
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,RFn,Normal,8750,6,5,1998,116,804,804,878,0,1682,0,3,1,7,1998,2,0,0,0,200500
60,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Ex,Fin,Partial,11065,8,5,2006,788,1085,1120,850,0,1970,0,3,1,8,2006,3,177,0,0,281000
30,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,4800,4,7,1916,0,1196,1196,0,0,1196,1,2,1,5,1957,2,0,0,0,109900
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Family,9000,5,5,1954,0,936,1128,0,0,1128,0,2,1,5,1954,1,0,0,0,118000
20,RL,IR1,CulDSac,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,Gd,Unf,Normal,8544,5,6,1966,0,1228,1228,0,0,1228,0,3,1,6,1966,1,0,0,0,149350
60,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,HdBoard,TA,Gd,No,TA,Y,TA,Unf,Normal,8400,6,6,1980,130,650,888,676,0,1564,0,3,1,7,1980,2,0,0,204,171000
70,RL,IR1,Inside,Crawfor,Feedr,Norm,CompShg,Wd Sdng,TA,Gd,No,TA,N,TA,Unf,Normal,22420,6,6,1918,0,1370,1370,1254,0,2624,1,4,1,10,1918,3,0,0,0,239000
20,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,Plywood,TA,TA,No,TA,Y,TA,Fin,Family,11900,7,5,1977,209,1386,1411,0,0,1411,0,3,1,6,1977,2,192,0,0,82500
60,RL,IR1,Inside,StoneBr,Norm,Norm,CompShg,CemntBd,Gd,Ex,Av,Ex,Y,Ex,Fin,Partial,16056,9,5,2005,208,1992,1992,876,0,2868,0,4,1,11,2005,3,214,0,0,556581
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,RFn,Normal,9375,7,5,1997,573,1057,1057,977,0,2034,1,3,1,8,1998,2,576,0,0,219500
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,RFn,Normal,15426,6,5,1997,0,928,928,836,0,1764,1,3,1,7,1997,2,276,0,0,231500
50,RL,IR1,Inside,ClearCr,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,Ex,No,Normal,18030,5,6,1946,0,1598,1636,971,479,3086,0,3,1,12,0,0,122,0,0,200500
60,RL,IR1,Inside,Gilbert,RRAn,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,Fin,Normal,10852,6,5,2000,0,959,959,712,0,1671,1,3,1,7,2000,2,0,0,0,173000
50,RM,Reg,Inside,BrkSide,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Normal,8635,5,5,1948,0,672,1072,213,0,1285,1,2,1,6,1948,1,0,0,0,127000
50,RL,Reg,Inside,0mes,Artery,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,Fa,Unf,Normal,9490,6,7,1941,0,806,958,620,0,1578,1,3,1,5,1941,1,0,0,0,133000
50,RL,Reg,Inside,0mes,Artery,Norm,CompShg,WdShing,TA,TA,No,TA,Y,TA,Unf,Normal,9492,5,5,1941,0,768,968,408,0,1376,1,3,1,6,1941,1,0,0,0,105000
60,RL,IR1,Corner,NoRidge,Norm,Norm,CompShg,HdBoard,Gd,Ex,Av,Ex,Y,Gd,RFn,Normal,12256,8,5,1994,362,1463,1500,1122,0,2622,1,3,1,9,1994,2,186,0,0,325000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,VinylSd,TA,No,No,Ex,Y,TA,Unf,Normal,7200,5,7,1955,0,0,827,0,0,827,0,2,1,5,1967,1,0,0,0,107500
60,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Ex,Av,Ex,Y,Gd,RFn,Normal,9591,8,5,2004,344,1143,1143,1330,0,2473,0,4,1,9,2004,3,192,0,0,317000
20,RL,Reg,Corner,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,Gd,Unf,Normal,8872,5,8,1965,300,912,912,0,0,912,1,2,1,5,1992,2,0,0,0,147000
20,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,HdBoard,TA,Gd,No,TA,Y,TA,RFn,Family,10400,7,5,1976,189,1090,1370,0,0,1370,0,3,1,6,1976,2,0,0,0,152000
50,RL,Reg,Inside,0mes,Artery,Norm,CompShg,Wd Sdng,TA,TA,Mn,Ex,Y,TA,Unf,Normal,10496,6,6,1949,320,1040,1168,678,0,1846,0,3,1,7,1949,1,0,0,0,143000
50,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Normal,13710,5,5,1950,0,910,910,648,0,1558,0,4,1,6,1950,1,289,0,0,152000
60,RL,IR1,Corner,NridgHt,Norm,Norm,CompShg,CemntBd,Ex,Ex,Gd,Ex,Y,Ex,RFn,Normal,13478,10,5,2008,420,1722,1728,568,0,2296,1,3,1,10,2008,3,382,0,0,451950
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,Unf,Normal,8450,5,6,1968,0,1056,1056,0,0,1056,1,3,1,6,1968,1,0,0,0,142000
50,RL,IR1,Inside,Mitchel,Norm,Norm,CompShg,VinylSd,TA,Gd,Mn,Ex,Y,TA,Unf,Normal,12508,6,7,1940,0,983,983,767,0,1750,1,4,1,7,1989,1,245,0,0,160000
30,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,WdShing,TA,TA,No,TA,N,Gd,Unf,Normal,4280,5,6,1913,0,440,694,0,0,694,0,2,1,4,1990,1,0,0,0,90350
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,CemntBd,Gd,Ex,No,Ex,Y,Ex,Fin,Partial,9588,8,5,2007,270,1482,1482,1092,0,2574,0,3,1,10,2007,3,0,0,0,276000
60,RL,IR1,Inside,SawyerW,Norm,Norm,CompShg,HdBoard,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,8462,6,5,1994,105,928,936,785,0,1721,0,3,1,7,1994,2,300,0,0,201000
20,RL,IR1,Inside,Edwards,Norm,Norm,CompShg,CemntBd,Ex,Ex,No,Ex,Y,Ex,Fin,Normal,13286,9,5,2007,340,1698,1698,0,0,1698,1,3,1,8,2007,3,327,0,0,320000
20,RL,IR3,Inside,SawyerW,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,RFn,Normal,16196,7,5,1998,0,1482,1494,0,0,1494,1,3,1,5,1998,2,402,0,0,215000
20,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Gd,Y,Gd,Fin,Partial,7200,6,5,2006,68,1262,1262,0,0,1262,0,2,1,5,2006,2,0,0,0,185000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,RFn,Normal,12342,5,5,1960,0,978,1422,0,0,1422,0,3,1,6,1960,1,0,0,0,139900
160,RL,Reg,Corner,NPkVill,Norm,Norm,CompShg,Plywood,TA,Gd,No,TA,Y,Gd,Unf,Normal,2308,6,6,1976,0,804,804,744,0,1548,1,3,1,7,1976,2,48,0,0,155000
20,RL,Reg,Inside,0mes,Feedr,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,9300,5,5,1960,324,1268,1264,0,0,1264,1,3,1,6,1960,2,0,0,143,167500
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,12420,7,5,2001,0,944,944,896,0,1840,1,3,1,6,2001,2,0,0,0,230000
90,RL,Reg,Inside,SawyerW,Feedr,Norm,CompShg,Plywood,TA,Gd,Av,TA,Y,TA,Unf,Alloca,7018,5,5,1979,275,1086,1224,0,0,1224,2,2,2,6,1979,2,120,0,0,153337
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,RFn,Normal,9120,6,6,1958,0,1261,1261,0,0,1261,1,3,1,6,1958,2,0,0,288,163000
120,RM,IR1,Inside,Crawfor,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,Fin,Family,4750,8,5,2006,481,1573,1625,0,0,1625,1,2,1,5,2006,2,123,0,153,235000
75,RM,Reg,Inside,OldTown,Artery,PosA,CompShg,Wd Sdng,Ex,TA,No,Gd,Y,Gd,Unf,Normal,13500,10,9,1893,0,1237,1521,1254,0,2775,0,3,1,9,1988,2,105,0,0,325000
20,RL,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,8688,7,5,2005,228,1616,1616,0,0,1616,0,3,1,7,2005,3,208,0,0,232000
20,RL,IR2,CulDSac,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,RFn,Normal,14781,8,5,2001,178,1753,1787,0,0,1787,0,3,1,7,2001,3,198,0,0,275000
160,RM,Reg,Inside,MeadowV,Norm,Norm,CompShg,CemntBd,TA,TA,No,Fa,Y,TA,Unf,Normal,2001,4,5,1970,80,546,546,546,0,1092,0,3,1,6,1970,1,0,0,0,75000
45,RL,Reg,Inside,Crawfor,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Fa,N,TA,Unf,Normal,10594,5,5,1926,0,768,789,0,0,789,0,2,1,5,1926,1,0,0,0,96500
50,RM,Reg,Inside,OldTown,Artery,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,Unf,Abnorml,5720,5,6,1941,0,676,676,455,0,1131,0,3,1,5,1941,1,26,0,0,66500
20,RL,Reg,Inside,Sawyer,Feedr,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,6993,5,7,1961,0,912,1236,0,0,1236,0,3,1,6,1961,1,0,0,0,135000
160,RM,Reg,Inside,BrDale,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,1953,6,5,1973,408,483,483,504,0,987,0,2,1,5,1973,1,72,0,0,83000
20,RL,IR2,CulDSac,ClearCr,Norm,Norm,CompShg,Plywood,TA,Gd,Gd,TA,Y,Gd,Unf,Normal,115149,7,5,1971,351,1643,1824,0,0,1824,1,2,1,5,1971,2,380,0,0,302000
20,RL,IR1,Inside,NWAmes,Norm,Norm,CompShg,Plywood,TA,Gd,Av,Gd,Y,TA,Unf,Normal,12243,5,6,1971,0,1484,1484,0,0,1484,0,3,1,7,1971,2,224,0,180,175000
85,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,Plywood,TA,Gd,Av,TA,Y,TA,RFn,Normal,10012,4,5,1972,0,1138,1181,0,0,1181,1,3,1,6,1974,2,0,0,0,137500
160,RM,Reg,Inside,BrDale,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,2016,5,5,1970,304,630,630,672,0,1302,0,3,1,6,1970,2,0,0,0,106000
50,RM,Reg,Corner,BrkSide,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,Unf,Normal,6000,5,8,1925,0,884,884,464,0,1348,1,3,1,5,1960,1,0,0,0,117000
20,RL,Reg,Inside,0mes,Feedr,Norm,CompShg,Wd Sdng,TA,TA,No,Gd,Y,TA,RFn,Normal,9600,6,6,1958,183,1240,1632,0,0,1632,1,3,1,6,1958,1,289,0,0,139000
160,RL,IR1,CulDSac,StoneBr,Norm,Norm,CompShg,HdBoard,Gd,Gd,Mn,Gd,Y,Gd,Fin,Normal,5062,7,5,1984,0,1190,1190,900,0,2090,1,3,1,6,1984,2,219,0,0,207500
50,RL,IR1,Inside,Gilbert,Norm,Norm,CompShg,Wd Sdng,Gd,Gd,Av,Gd,Y,TA,RFn,Normal,12134,8,7,1988,0,559,1080,672,0,1752,0,4,1,8,1988,2,325,0,0,164000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Gd,Y,TA,Unf,Abnorml,9353,4,5,1970,0,864,864,0,0,864,0,3,1,5,1972,1,0,0,0,116050
60,RL,IR1,Corner,NoRidge,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,14774,9,5,1999,165,1393,1422,1177,0,2599,0,4,1,10,1999,3,668,0,0,333168
50,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,8600,6,6,1937,0,780,780,596,0,1376,0,3,1,7,1937,1,0,0,0,119500
190,RL,Reg,Inside,Gilbert,Norm,Norm,CompShg,Wd Sdng,TA,TA,Mn,TA,N,TA,Fin,Normal,34650,5,5,1955,0,1056,1056,0,0,1056,1,3,1,5,1955,2,264,0,0,145000
70,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Stucco,TA,TA,No,Fa,Y,Gd,Unf,Normal,5100,8,7,1925,0,588,833,833,0,1666,0,3,1,7,1925,1,192,0,0,161000
85,RL,IR1,CulDSac,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,TA,Unf,Normal,8846,5,5,1996,0,870,914,0,0,914,0,2,1,5,1998,2,0,0,0,148000
80,RL,IR1,Corner,Edwards,Norm,Norm,CompShg,Plywood,TA,TA,Av,Gd,Y,Ex,RFn,Normal,11512,6,7,1959,84,1019,1357,0,0,1357,1,2,1,5,1959,1,0,0,163,177000
20,RL,Reg,Inside,SawyerW,Norm,Norm,CompShg,HdBoard,TA,Gd,No,Ex,Y,Gd,RFn,Normal,8125,6,5,1994,258,1408,1679,0,0,1679,1,3,1,7,1994,2,224,0,0,193500
20,RH,Reg,Inside,SawyerW,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,8900,4,4,1966,0,1056,1056,0,0,1056,1,2,1,5,1966,1,0,0,0,107000
50,RM,Reg,Inside,BrkSide,Norm,Norm,CompShg,MetalSd,TA,Gd,No,Gd,Y,TA,Unf,Normal,6240,5,4,1936,0,896,896,448,0,1344,0,3,1,7,1936,1,200,0,0,115000
20,RL,IR1,CulDSac,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,TA,No,Ex,Y,TA,Unf,Normal,7000,5,8,1978,90,864,864,0,0,864,1,3,1,6,1978,1,0,0,0,136500
20,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Partial,9541,7,5,2009,268,1502,1502,0,0,1502,0,3,1,7,2009,2,0,0,0,233170
20,RL,Reg,Corner,Sawyer,Feedr,Norm,CompShg,HdBoard,TA,TA,No,Ex,Y,TA,RFn,Normal,10000,5,6,1961,0,864,1144,0,0,1144,1,3,1,6,1961,1,165,0,0,131400
50,RL,IR1,Corner,Crawfor,Norm,Norm,CompShg,VinylSd,Gd,TA,No,Ex,Y,Gd,Unf,Normal,15660,7,9,1939,312,798,1137,817,0,1954,0,3,1,8,1939,2,0,0,0,311500
50,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,VinylSd,TA,TA,No,TA,Y,TA,Unf,Normal,8741,6,4,1945,0,735,798,689,0,1487,0,3,1,7,1949,1,0,0,0,113000
190,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,N,TA,Unf,Normal,13600,5,5,1900,0,662,1422,915,0,2337,0,5,2,10,1945,2,0,0,0,90000
20,RL,Reg,Corner,Sawyer,Feedr,Norm,CompShg,VinylSd,TA,TA,No,TA,Y,Fa,RFn,Normal,6970,4,5,1961,0,1040,1120,0,0,1120,1,3,1,5,1961,2,168,0,0,129000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,Gd,Unf,Normal,6960,4,6,1970,0,864,864,0,0,864,0,3,1,5,1989,2,96,0,0,120500
20,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,9017,7,5,1999,0,1431,1431,0,0,1431,1,3,1,6,1999,2,0,0,0,192000
60,RL,IR1,CulDSac,NoRidge,Norm,Norm,CompShg,MetalSd,Gd,Gd,Av,Ex,Y,TA,Unf,Normal,9920,7,5,1996,0,1117,1127,886,0,2013,1,3,1,8,1997,2,180,0,0,269790
60,RL,IR1,CulDSac,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,Gd,Fin,Normal,7472,7,9,1972,138,725,725,754,0,1479,1,4,1,7,1972,2,0,0,0,184000
20,RL,IR1,Corner,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,10475,8,5,2008,72,1694,1694,0,0,1694,0,3,1,7,2008,3,160,0,0,245350
160,RL,Reg,Inside,NPkVill,Norm,Norm,CompShg,Plywood,TA,Gd,No,Fa,Y,TA,Unf,Normal,2280,6,5,1978,0,855,855,601,0,1456,0,3,1,7,1978,2,26,0,0,146000
90,RH,Reg,Inside,Crawfor,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,N,TA,Unf,Normal,6270,5,6,1949,0,1001,1001,1001,0,2002,0,4,2,8,1949,3,0,0,0,145000
20,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,CemntBd,Ex,Ex,Mn,Ex,Y,Ex,Fin,Partial,9187,9,5,2009,162,1766,1766,0,0,1766,1,2,1,7,2009,3,195,0,0,370878
60,RL,IR1,CulDSac,NoRidge,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,12011,8,5,1998,530,1086,1086,838,0,1924,1,3,1,7,1998,2,208,0,374,280000
90,RL,Reg,Inside,0mes,Artery,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,11643,5,5,1969,368,1248,1338,1296,0,2634,1,6,2,12,1969,4,0,0,0,200000
90,RL,Reg,Inside,0mes,Norm,Norm,CompShg,BrkFace,TA,No,No,Fa,N,TA,Unf,Normal,7200,4,5,1949,0,0,1040,0,0,1040,0,2,2,6,1956,2,0,0,0,90000
20,RL,IR1,CulDSac,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,TA,Fin,Normal,11241,6,7,1970,180,1004,1004,0,0,1004,1,2,1,5,1970,2,0,0,0,149000
120,RM,Reg,FR3,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,8198,7,5,2004,146,1358,1358,0,0,1358,1,2,1,6,2004,2,192,0,0,207000
70,RL,IR1,Inside,Crawfor,Norm,Norm,CompShg,Wd Sdng,TA,Gd,No,TA,Y,TA,Unf,Normal,16560,6,8,1932,0,952,1170,1175,0,2345,0,4,1,9,1932,2,0,0,0,239000
90,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,HdBoard,TA,Gd,Av,TA,Y,TA,No,Normal,11841,6,5,1990,104,816,816,0,0,816,1,3,1,5,0,0,0,0,0,118500
30,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Ex,Y,Gd,Unf,Normal,25339,5,7,1918,0,816,1416,0,0,1416,0,3,1,7,2007,2,0,0,0,112000
70,RM,Reg,Inside,BrkSide,Norm,Norm,CompShg,MetalSd,TA,TA,Mn,Ex,Y,TA,Unf,Normal,6120,5,8,1920,0,939,939,574,0,1513,0,4,1,8,1933,1,24,0,0,137500
50,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,11767,5,6,1946,0,768,768,432,0,1200,0,3,1,6,1946,1,0,0,0,130500
80,RL,Reg,Inside,0mes,Norm,Norm,CompShg,AsbShng,TA,TA,Av,Ex,Y,TA,RFn,Normal,9600,6,6,1955,164,1156,1520,0,0,1520,1,3,1,7,1955,1,0,0,0,153000
50,RL,IR1,CulDSac,NoRidge,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,14720,8,5,1995,579,2033,2053,1185,0,3238,1,4,1,9,1996,3,283,0,0,410000
20,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,Unf,Normal,5820,3,8,1955,0,1162,1163,0,0,1163,1,3,1,6,1955,1,142,0,0,126175
20,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Partial,11216,8,5,2006,0,1489,1489,0,0,1489,0,3,1,7,2006,2,0,0,0,232600
20,RL,Reg,FR2,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,8500,7,5,2004,106,1422,1422,0,0,1422,0,3,1,7,2004,2,192,0,0,179600
120,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Normal,4590,8,5,2006,108,1554,1554,0,0,1554,0,2,1,6,2006,2,156,0,0,209500
60,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,Gd,Gd,Y,Gd,RFn,Normal,9760,6,8,1964,340,822,1020,831,0,1851,0,3,1,7,1964,2,239,0,0,187000
50,RM,Reg,Inside,BrkSide,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Family,6240,5,6,1928,0,1042,1042,534,0,1576,0,3,1,8,1928,1,0,0,0,149000
90,RH,Reg,Inside,SawyerW,Feedr,Norm,CompShg,Plywood,TA,No,No,TA,Y,TA,Unf,Normal,8400,5,5,1977,320,0,2020,0,0,2020,0,4,2,10,1977,2,0,0,0,144000
20,RL,IR1,Inside,NWAmes,PosA,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,RFn,Normal,11717,6,6,1970,571,1442,1442,0,0,1442,0,2,1,6,1970,2,371,0,0,185000
90,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,AsphShn,TA,No,No,TA,N,TA,No,Normal,9825,5,5,1965,0,0,1664,0,0,1664,0,4,2,8,0,0,0,0,0,100000
45,RM,Reg,Inside,BrkSide,Norm,Norm,CompShg,Wd Sdng,Gd,TA,No,Gd,Y,TA,Unf,Normal,6000,6,7,1926,0,884,904,0,0,904,0,2,1,4,1926,1,0,0,0,119000
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Partial,8461,6,5,2005,0,728,728,728,0,1456,0,3,1,8,2005,2,0,0,0,163990
20,RL,Reg,FR2,NridgHt,Norm,Norm,CompShg,VinylSd,Ex,Ex,Av,Ex,Y,Ex,Fin,Partial,12444,8,5,2008,426,1932,1932,0,0,1932,1,2,1,7,2008,3,0,304,0,394617
60,RL,IR1,Inside,SawyerW,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,9828,8,5,1995,0,1128,1142,878,0,2020,0,3,1,8,1995,2,0,0,0,239500
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,3182,7,5,2005,11,1145,1145,0,0,1145,0,2,1,5,2005,2,100,0,0,160200
20,RH,Reg,Inside,SawyerW,Feedr,Norm,CompShg,Wd Sdng,Fa,TA,No,Gd,Y,TA,Unf,Normal,8400,4,4,1950,0,721,841,0,0,841,0,2,1,4,1950,1,250,0,0,82000
20,RL,IR2,CulDSac,CollgCr,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,RFn,Normal,12137,7,5,1998,442,1649,1661,0,0,1661,0,3,1,6,1998,2,0,0,0,224900
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Normal,11250,7,5,2001,162,920,920,866,0,1786,1,3,1,6,2001,2,0,0,0,223500
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,3182,7,5,2005,16,1373,1555,0,0,1555,0,2,1,7,2005,2,143,0,0,192500
85,RL,IR1,Corner,0mes,Norm,Norm,CompShg,CemntBd,Ex,TA,Av,Gd,Y,Ex,RFn,Normal,12122,7,9,1961,210,944,999,0,0,999,1,3,1,6,1961,2,144,0,0,178400
20,RL,IR1,CulDSac,Somerst,RRAn,Norm,CompShg,VinylSd,Gd,Gd,Gd,Ex,Y,Gd,Unf,Normal,15256,8,5,2007,84,1485,1464,0,0,1464,1,3,1,6,2007,3,168,0,0,282922
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,Unf,Normal,8475,4,7,1956,0,952,952,0,0,952,0,2,1,4,1956,1,0,0,0,135750
20,RL,IR1,Corner,Timber,Norm,Norm,CompShg,VinylSd,Gd,Ex,Gd,Ex,Y,Gd,Fin,Partial,15306,8,5,2006,100,1732,1776,0,0,1776,1,3,1,7,2006,3,0,0,0,283463
90,RH,IR1,Inside,Crawfor,Norm,Norm,CompShg,MetalSd,TA,Gd,No,TA,N,TA,Unf,Normal,7136,6,6,1946,423,979,979,979,0,1958,0,4,2,8,1946,2,0,0,0,145000
20,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,BrkFace,TA,TA,No,Fa,Y,TA,RFn,Normal,17400,5,5,1977,0,1126,1126,0,0,1126,1,3,1,5,1977,2,295,0,0,160000
50,RL,Reg,Inside,ClearCr,Feedr,Norm,CompShg,WdShing,TA,No,No,TA,Y,TA,Fin,Normal,17120,4,4,1959,0,0,1120,468,0,1588,0,4,1,7,1991,2,0,0,0,134432
